1,1.153903333,0.006251684
1.25,1.20711,0.016126672
1.5,1.230546667,0.01484801
1.75,1.268536667,0.037271509
2,1.301146667,0.004390128
2.5,1.394738333,0.003665801
2.75,1.426561667,0.006760072
3.25,1.522522222,0.015389055
